0,0.0016,0.00022629635350313038,0
10000,18.9752,-29.095205307006836,0
20000,19.167,-33.58964538574219,0
30000,19.1395,-33.51359176635742,0
40000,19.1221,-32.134521484375,0
50000,19.1289,-32.64767837524414,0
60000,19.3795,-39.37783432006836,0
70000,19.7564,-44.92041015625,0
80000,19.8477,-47.76563262939453,0
90000,19.8244,-48.91752624511719,0
100000,19.9602,-49.74722671508789,0
110000,19.9281,-48.6157341003418,0
120000,19.9335,-49.573036193847656,0
130000,20.0047,-51.64799118041992,0
140000,19.9704,-49.3441047668457,0
150000,20.0137,-51.28046417236328,0
160000,19.8936,-49.61933898925781,0
170000,20.0253,-51.47658920288086,0
180000,19.9526,-50.09231948852539,0
190000,19.8843,-47.40583038330078,0
200000,19.9777,-51.1804313659668,0
210000,19.9931,-51.84462356567383,0
220000,19.9377,-50.768646240234375,0
230000,19.9407,-49.44917297363281,0
240000,20.0288,-52.367061614990234,0
250000,20.0711,-53.03239440917969,0
260000,20.0183,-52.12067413330078,0
270000,19.9733,-50.43964385986328,0
280000,20.073,-52.58863067626953,0
290000,20.0332,-52.709136962890625,0
300000,20.0598,-52.61555099487305,0
310000,20.0245,-52.3548698425293,0
320000,20.0475,-53.097755432128906,0
330000,20.0686,-53.264286041259766,0
340000,20.1751,-56.493404388427734,0
350000,20.2296,-57.490787506103516,0
360000,20.2834,-57.735687255859375,0
370000,20.2884,-57.798675537109375,0
380000,20.2406,-55.52774429321289,0
390000,20.2307,-56.89311981201172,0
400000,20.4227,-60.8299674987793,0
410000,20.3848,-59.704376220703125,0
420000,20.4574,-61.57668685913086,0
430000,20.4613,-61.76608657836914,0
440000,20.4258,-61.75996780395508,0
450000,20.4109,-60.530792236328125,0
460000,20.5977,-63.7028923034668,0
470000,20.5457,-64.45323944091797,0
480000,20.5126,-63.119232177734375,0
490000,20.5258,-63.08234405517578,0
500000,20.5334,-63.4856071472168,0
510000,20.5269,-62.347137451171875,0
520000,20.6138,-64.58895874023438,0
530000,20.5184,-63.339599609375,0
540000,20.5646,-63.393062591552734,0
550000,20.6467,-64.76539611816406,0
560000,20.6079,-65.03052520751953,0
570000,20.5768,-64.78205108642578,0
580000,20.6661,-65.56721496582031,0
590000,20.6591,-65.67247009277344,0
600000,20.6478,-64.91342163085938,0
610000,20.6086,-65.61782836914062,0
620000,20.6135,-65.26628112792969,0
630000,20.6553,-65.11261749267578,0
640000,20.572,-64.60479736328125,0
650000,20.5541,-64.86530303955078,0
660000,20.6345,-64.20112609863281,0
670000,20.6554,-65.25281524658203,0
680000,20.6434,-66.47107696533203,0
690000,20.6561,-66.1546401977539,0
700000,20.6759,-65.71186828613281,0
710000,20.6375,-64.94811248779297,0
720000,20.7117,-67.85408782958984,0
730000,20.6563,-65.80681610107422,0
740000,20.6237,-64.9510498046875,0
750000,20.627,-65.00981140136719,0
760000,20.6536,-65.3591537475586,0
770000,20.6737,-65.34635162353516,0
780000,20.6665,-64.59862518310547,0
790000,20.6497,-66.0417709350586,0
800000,20.4367,-62.06591796875,0
810000,20.5286,-63.497257232666016,0
820000,20.4915,-62.73421096801758,0
830000,20.6224,-64.05487823486328,0
840000,20.532,-64.771484375,0
850000,20.6418,-65.70964050292969,0
860000,20.6185,-66.49274444580078,0
870000,20.6673,-66.61162567138672,0
880000,20.6739,-63.87873840332031,0
890000,20.7403,-67.46968078613281,0
900000,20.6965,-66.26799774169922,0
910000,20.7188,-67.22700500488281,0
920000,20.7636,-66.81241607666016,0
930000,20.6998,-66.05227661132812,0
940000,20.6541,-65.80961608886719,0
950000,20.6781,-67.02323150634766,0
960000,20.6682,-67.05713653564453,0
970000,20.6536,-65.49429321289062,0
980000,20.6778,-66.87178039550781,0
990000,20.6196,-67.25841522216797,0
